elapsed,mq2,mq135,mq4,humidity,tempC,food_type,label
00:27:27,1359,1135,1616,71.10,28.30,Ayam Goreng,fresh
00:27:57,1335,1099,1583,90.40,29.10,Ayam Goreng,fresh
00:28:27,1309,1070,1535,94.50,29.30,Ayam Goreng,fresh
00:28:57,1281,1061,1529,98.20,29.40,Ayam Goreng,fresh
00:29:27,1267,1055,1511,100.00,29.60,Ayam Goreng,fresh
00:29:57,1264,1048,1493,100.00,29.60,Ayam Goreng,fresh
00:30:27,1244,1051,1486,100.00,29.70,Ayam Goreng,fresh
00:30:57,1242,1046,1475,100.00,29.80,Ayam Goreng,fresh
00:31:27,1233,1041,1471,100.00,29.80,Ayam Goreng,fresh
00:31:57,1226,1040,1463,100.00,29.80,Ayam Goreng,fresh
00:32:27,1210,1035,1450,100.00,29.90,Ayam Goreng,fresh
00:32:57,1210,1036,1439,100.00,29.90,Ayam Goreng,fresh
00:33:27,1195,1034,1426,100.00,29.90,Ayam Goreng,fresh
00:33:57,1181,1008,1411,100.00,29.90,Ayam Goreng,fresh
00:34:27,1178,1007,1403,100.00,30.00,Ayam Goreng,fresh
00:34:57,1182,1006,1403,100.00,30.00,Ayam Goreng,fresh
00:35:27,1175,1007,1392,100.00,30.00,Ayam Goreng,fresh
00:35:57,1174,1008,1387,100.00,30.00,Ayam Goreng,fresh
00:36:27,1151,989,1362,100.00,30.00,Ayam Goreng,fresh
00:36:57,1146,993,1360,100.00,30.00,Ayam Goreng,fresh
00:37:27,1139,992,1370,100.00,30.00,Ayam Goreng,fresh
00:37:57,1166,993,1347,100.00,30.00,Ayam Goreng,fresh
00:38:27,1142,983,1334,100.00,30.00,Ayam Goreng,fresh
00:38:57,1138,989,1329,100.00,30.00,Ayam Goreng,fresh
00:39:27,1135,983,1319,100.00,30.00,Ayam Goreng,fresh
00:39:57,1122,976,1307,100.00,30.00,Ayam Goreng,fresh
00:27:07,1121,979,1297,100.00,29.90,Ayam Goreng,fresh
00:40:57,1117,970,1294,100.00,29.90,Ayam Goreng,fresh
00:41:27,1119,974,1283,100.00,29.90,Ayam Goreng,fresh
00:41:57,1126,985,1270,100.00,29.90,Ayam Goreng,fresh
00:42:27,1116,976,1268,100.00,29.90,Ayam Goreng,fresh
00:42:57,1104,972,1266,100.00,29.90,Ayam Goreng,fresh
00:43:27,1107,976,1255,100.00,29.90,Ayam Goreng,fresh
00:27:07,1090,963,1264,100.00,29.90,Ayam Goreng,fresh
00:44:27,1105,979,1261,100.00,29.90,Ayam Goreng,fresh
00:44:57,1095,976,1230,100.00,29.90,Ayam Goreng,fresh
00:45:27,1092,975,1245,100.00,29.80,Ayam Goreng,fresh
00:45:57,1091,972,1237,100.00,29.80,Ayam Goreng,fresh
00:46:27,1083,969,1229,100.00,29.80,Ayam Goreng,fresh
00:46:57,1087,963,1219,100.00,29.80,Ayam Goreng,fresh
00:47:27,1078,961,1221,100.00,29.80,Ayam Goreng,fresh
00:27:07,1072,960,1213,100.00,29.80,Ayam Goreng,fresh
00:48:27,1050,939,1197,100.00,29.80,Ayam Goreng,fresh
00:48:57,1043,931,1189,100.00,29.80,Ayam Goreng,fresh
00:32:47,1043,931,1183,100.00,29.80,Ayam Goreng,fresh
00:49:57,1040,938,1179,100.00,29.80,Ayam Goreng,fresh
00:50:27,1037,928,1178,100.00,29.70,Ayam Goreng,fresh
00:27:37,1036,931,1175,100.00,29.70,Ayam Goreng,fresh
00:51:27,1022,925,1166,100.00,29.70,Ayam Goreng,fresh
00:51:57,1088,924,1164,100.00,29.70,Ayam Goreng,fresh
00:52:27,1046,919,1154,100.00,29.70,Ayam Goreng,fresh
00:52:57,1008,919,1171,100.00,29.70,Ayam Goreng,fresh
00:53:27,1008,912,1152,100.00,29.70,Ayam Goreng,fresh
00:53:57,1004,912,1147,100.00,29.70,Ayam Goreng,fresh
00:54:27,1001,903,1137,100.00,29.70,Ayam Goreng,fresh
00:54:57,997,900,1143,100.00,29.60,Ayam Goreng,fresh
00:55:27,995,905,1141,100.00,29.60,Ayam Goreng,fresh
00:55:57,1011,921,1164,100.00,29.60,Ayam Goreng,fresh
00:56:27,1002,908,1143,100.00,29.60,Ayam Goreng,fresh
00:56:57,996,906,1133,100.00,29.60,Ayam Goreng,fresh
00:40:47,991,905,1093,100.00,29.60,Ayam Goreng,fresh
00:57:57,959,921,1126,100.00,29.60,Ayam Goreng,fresh
00:58:27,985,902,1126,100.00,29.60,Ayam Goreng,fresh
00:58:57,942,897,1114,100.00,29.50,Ayam Goreng,fresh
00:59:27,981,902,1117,100.00,29.50,Ayam Goreng,fresh
00:59:57,980,884,1117,100.00,29.50,Ayam Goreng,fresh
01:00:27,981,899,1123,100.00,29.50,Ayam Goreng,fresh
01:00:57,977,894,1109,100.00,29.50,Ayam Goreng,fresh
01:01:27,979,895,1104,100.00,29.50,Ayam Goreng,fresh
01:01:57,983,895,1121,100.00,29.50,Ayam Goreng,fresh
01:02:27,976,893,1114,100.00,29.50,Ayam Goreng,fresh
01:02:57,972,897,1106,100.00,29.50,Ayam Goreng,fresh
01:03:27,965,887,1106,99.90,29.40,Ayam Goreng,fresh
01:03:57,976,889,1127,99.70,29.40,Ayam Goreng,fresh
01:04:27,969,893,1112,99.60,29.40,Ayam Goreng,fresh
01:04:57,974,895,1105,99.50,29.40,Ayam Goreng,fresh
01:05:27,960,883,1106,99.40,29.40,Ayam Goreng,fresh
01:05:57,972,889,1104,99.20,29.40,Ayam Goreng,fresh
01:06:27,975,895,1104,99.00,29.40,Ayam Goreng,fresh
01:06:57,975,892,1054,99.00,29.40,Ayam Goreng,fresh
01:07:27,972,895,1104,98.80,29.30,Ayam Goreng,fresh
01:07:57,968,889,1095,98.70,29.30,Ayam Goreng,fresh
01:08:27,969,896,1105,98.70,29.30,Ayam Goreng,fresh
01:08:57,967,890,1103,98.60,29.30,Ayam Goreng,fresh
01:09:27,973,883,1099,98.40,29.30,Ayam Goreng,fresh
01:09:57,968,893,1104,98.30,29.30,Ayam Goreng,fresh
01:10:27,969,896,1104,98.20,29.30,Ayam Goreng,fresh
01:10:57,973,897,1104,98.10,29.20,Ayam Goreng,fresh
01:11:27,958,886,1098,98.10,29.20,Ayam Goreng,fresh
01:11:57,969,894,1102,97.80,29.20,Ayam Goreng,fresh
01:12:27,969,893,1102,97.80,29.20,Ayam Goreng,fresh
01:12:57,971,886,1103,97.70,29.20,Ayam Goreng,fresh
01:13:27,970,906,1102,97.70,29.20,Ayam Goreng,fresh
01:13:57,967,889,1089,97.60,29.20,Ayam Goreng,fresh
01:14:27,970,892,1098,97.70,29.20,Ayam Goreng,fresh
00:28:17,971,893,1095,97.70,29.20,Ayam Goreng,fresh
01:15:27,967,895,1094,97.60,29.20,Ayam Goreng,fresh
01:15:57,967,889,1099,97.60,29.20,Ayam Goreng,fresh
01:16:27,960,894,1095,97.60,29.10,Ayam Goreng,fresh
01:16:57,960,885,1091,97.50,29.20,Ayam Goreng,fresh
00:27:27,919,887,1085,97.30,29.10,Ayam Goreng,fresh
01:17:57,957,880,1104,97.20,29.10,Ayam Goreng,fresh
01:18:27,929,886,1089,97.10,29.10,Ayam Goreng,fresh
