elapsed,mq2,mq135,mq4,humidity,tempC,food_type,label
00:18:27,638,603,774,73.70,28.10,Ikan Goreng,fresh
00:18:57,656,618,790,99.90,29.00,Ikan Goreng,fresh
00:19:27,656,620,794,100.00,29.30,Ikan Goreng,fresh
00:19:57,637,621,784,100.00,29.50,Ikan Goreng,fresh
00:20:27,653,618,783,100.00,29.60,Ikan Goreng,fresh
00:20:57,649,623,780,100.00,29.70,Ikan Goreng,fresh
00:21:27,645,611,773,100.00,29.80,Ikan Goreng,fresh
00:21:57,641,610,767,100.00,29.90,Ikan Goreng,fresh
00:22:27,646,603,763,100.00,29.90,Ikan Goreng,fresh
00:22:57,641,611,763,100.00,30.00,Ikan Goreng,fresh
00:23:27,642,607,759,100.00,30.00,Ikan Goreng,fresh
00:23:57,642,608,761,100.00,30.00,Ikan Goreng,fresh
00:24:27,639,609,766,100.00,30.00,Ikan Goreng,fresh
00:24:57,639,605,763,100.00,30.00,Ikan Goreng,fresh
00:25:27,640,602,759,100.00,30.00,Ikan Goreng,fresh
00:25:57,641,608,767,100.00,30.00,Ikan Goreng,fresh
00:26:27,644,607,766,100.00,30.00,Ikan Goreng,fresh
00:26:57,653,619,772,100.00,30.00,Ikan Goreng,fresh
00:27:27,652,624,770,100.00,30.00,Ikan Goreng,fresh
00:27:57,656,618,775,100.00,29.90,Ikan Goreng,fresh
00:28:27,656,624,773,100.00,29.90,Ikan Goreng,fresh
00:28:57,658,625,779,100.00,29.90,Ikan Goreng,fresh
00:29:27,661,624,782,100.00,29.90,Ikan Goreng,fresh
00:29:57,666,630,779,100.00,29.90,Ikan Goreng,fresh
00:30:27,687,634,784,100.00,29.80,Ikan Goreng,fresh
00:30:57,670,637,784,100.00,29.80,Ikan Goreng,fresh
00:31:27,677,643,787,100.00,29.80,Ikan Goreng,fresh
00:31:57,684,646,795,100.00,29.80,Ikan Goreng,fresh
00:32:27,701,663,817,100.00,29.80,Ikan Goreng,fresh
00:32:57,697,657,816,100.00,29.80,Ikan Goreng,fresh
00:33:27,667,636,785,100.00,29.80,Ikan Goreng,fresh
00:33:57,672,638,784,100.00,29.80,Ikan Goreng,fresh
00:34:27,672,638,786,100.00,29.80,Ikan Goreng,fresh
00:34:57,695,671,814,100.00,29.80,Ikan Goreng,fresh
00:35:27,702,660,814,100.00,29.70,Ikan Goreng,fresh
00:35:57,699,665,814,100.00,29.70,Ikan Goreng,fresh
00:36:27,698,655,814,100.00,29.70,Ikan Goreng,fresh
00:36:57,697,662,809,100.00,29.70,Ikan Goreng,fresh
00:37:27,701,666,816,100.00,29.70,Ikan Goreng,fresh
00:37:57,703,663,814,100.00,29.70,Ikan Goreng,fresh
00:38:27,687,656,799,100.00,29.70,Ikan Goreng,fresh
00:38:57,690,654,803,100.00,29.70,Ikan Goreng,fresh
00:39:27,691,639,800,100.00,29.70,Ikan Goreng,fresh
00:39:57,690,650,800,100.00,29.60,Ikan Goreng,fresh
00:40:27,691,646,800,100.00,29.60,Ikan Goreng,fresh
00:40:57,688,653,802,100.00,29.60,Ikan Goreng,fresh
00:41:27,690,656,801,100.00,29.60,Ikan Goreng,fresh
00:41:57,689,654,830,100.00,29.60,Ikan Goreng,fresh
00:42:27,692,647,802,100.00,29.60,Ikan Goreng,fresh
00:42:57,685,656,790,100.00,29.60,Ikan Goreng,fresh
00:43:27,688,647,804,100.00,29.60,Ikan Goreng,fresh
00:43:57,693,654,778,100.00,29.60,Ikan Goreng,fresh
00:44:27,688,645,816,100.00,29.50,Ikan Goreng,fresh
00:44:57,688,643,803,100.00,29.60,Ikan Goreng,fresh
00:45:27,688,649,799,100.00,29.50,Ikan Goreng,fresh
00:45:57,688,654,800,100.00,29.50,Ikan Goreng,fresh
00:46:27,689,650,803,100.00,29.50,Ikan Goreng,fresh
00:46:57,688,652,801,100.00,29.50,Ikan Goreng,fresh
00:47:27,687,649,799,100.00,29.50,Ikan Goreng,fresh
00:47:57,688,654,799,100.00,29.60,Ikan Goreng,fresh
00:48:27,691,649,801,100.00,29.50,Ikan Goreng,fresh
00:48:57,687,650,800,100.00,29.60,Ikan Goreng,fresh
00:49:27,688,647,800,100.00,29.60,Ikan Goreng,fresh
00:49:57,688,654,800,100.00,29.60,Ikan Goreng,fresh
00:50:27,686,643,801,100.00,29.60,Ikan Goreng,fresh
00:50:57,681,640,801,100.00,29.60,Ikan Goreng,fresh
00:51:27,688,651,795,100.00,29.60,Ikan Goreng,fresh
00:51:57,688,645,802,100.00,29.60,Ikan Goreng,fresh
00:52:27,694,647,804,100.00,29.60,Ikan Goreng,fresh
00:52:57,692,645,803,100.00,29.60,Ikan Goreng,fresh
00:53:27,691,653,806,100.00,29.60,Ikan Goreng,fresh
00:53:57,690,656,807,100.00,29.60,Ikan Goreng,fresh
00:54:27,697,643,803,100.00,29.60,Ikan Goreng,fresh
00:54:57,693,653,806,100.00,29.60,Ikan Goreng,fresh
00:55:27,699,655,815,100.00,29.50,Ikan Goreng,fresh
00:55:57,698,656,814,100.00,29.50,Ikan Goreng,fresh
00:56:27,703,656,810,100.00,29.50,Ikan Goreng,fresh
00:56:57,697,654,811,100.00,29.50,Ikan Goreng,fresh
00:57:27,699,656,813,100.00,29.50,Ikan Goreng,fresh
00:57:57,701,656,815,100.00,29.50,Ikan Goreng,fresh
00:58:27,704,656,814,100.00,29.50,Ikan Goreng,fresh
00:58:57,705,656,815,100.00,29.50,Ikan Goreng,fresh
00:59:27,706,659,816,100.00,29.50,Ikan Goreng,fresh
00:59:57,710,661,816,99.90,29.50,Ikan Goreng,fresh
01:00:27,709,663,826,99.90,29.50,Ikan Goreng,fresh
01:00:57,715,672,826,99.70,29.50,Ikan Goreng,fresh
01:01:27,711,671,819,99.60,29.40,Ikan Goreng,fresh
01:01:57,699,656,813,99.50,29.40,Ikan Goreng,fresh
01:02:27,703,653,814,99.40,29.40,Ikan Goreng,fresh
01:02:57,702,657,815,99.30,29.40,Ikan Goreng,fresh
01:03:27,698,654,807,99.10,29.40,Ikan Goreng,fresh
01:03:57,699,655,809,99.00,29.40,Ikan Goreng,fresh
01:04:27,698,654,811,98.90,29.40,Ikan Goreng,fresh
01:04:57,697,661,805,98.70,29.30,Ikan Goreng,fresh
01:05:27,701,656,814,98.60,29.30,Ikan Goreng,fresh
01:05:57,699,656,814,98.50,29.30,Ikan Goreng,fresh
01:06:27,698,651,809,98.40,29.30,Ikan Goreng,fresh
01:06:57,701,656,805,98.30,29.30,Ikan Goreng,fresh
01:07:27,697,656,808,98.20,29.30,Ikan Goreng,fresh
01:07:57,697,667,807,98.10,29.20,Ikan Goreng,fresh
01:08:27,701,656,814,97.90,29.20,Ikan Goreng,fresh
01:08:57,691,658,809,97.90,29.20,Ikan Goreng,fresh
01:09:27,702,651,811,97.80,29.20,Ikan Goreng,fresh
01:09:57,702,657,813,97.60,29.20,Ikan Goreng,fresh
01:10:27,700,667,812,97.50,29.20,Ikan Goreng,fresh
01:10:57,702,649,815,97.40,29.10,Ikan Goreng,fresh
01:11:27,702,649,814,97.30,29.10,Ikan Goreng,fresh
01:11:57,699,659,814,97.20,29.10,Ikan Goreng,fresh
01:12:27,702,657,815,97.00,29.10,Ikan Goreng,fresh
01:12:57,701,656,814,96.90,29.10,Ikan Goreng,fresh
01:13:27,709,665,810,96.90,29.10,Ikan Goreng,fresh
01:13:57,706,659,818,96.70,29.10,Ikan Goreng,fresh
01:14:27,705,656,816,96.60,29.10,Ikan Goreng,fresh
01:14:57,714,663,822,96.60,29.10,Ikan Goreng,fresh
01:15:27,716,669,821,96.50,29.10,Ikan Goreng,fresh
01:15:57,723,676,832,96.40,29.00,Ikan Goreng,fresh
01:16:27,736,684,848,96.40,29.00,Ikan Goreng,fresh
01:16:57,736,688,854,96.30,29.00,Ikan Goreng,fresh
01:17:27,726,684,843,96.10,29.00,Ikan Goreng,fresh
01:17:57,730,682,841,96.10,29.00,Ikan Goreng,fresh
01:18:27,743,688,841,96.00,29.00,Ikan Goreng,fresh
01:18:57,729,682,843,96.00,29.00,Ikan Goreng,fresh
01:19:27,729,677,835,95.90,29.00,Ikan Goreng,fresh
01:19:57,728,675,831,95.80,28.90,Ikan Goreng,fresh
01:20:27,725,676,835,95.80,28.90,Ikan Goreng,fresh
01:20:57,730,683,842,95.70,28.90,Ikan Goreng,fresh
01:21:27,730,681,835,95.60,28.90,Ikan Goreng,fresh
01:21:57,722,677,833,95.60,28.90,Ikan Goreng,fresh
01:22:27,722,681,839,95.60,28.80,Ikan Goreng,fresh
01:22:57,720,677,833,95.50,28.80,Ikan Goreng,fresh
01:23:27,724,671,832,95.40,28.80,Ikan Goreng,fresh
01:23:57,720,656,833,95.30,28.80,Ikan Goreng,fresh
01:24:27,717,665,822,95.30,28.80,Ikan Goreng,fresh
01:24:57,720,658,822,95.30,28.80,Ikan Goreng,fresh
01:25:27,714,656,826,95.30,28.80,Ikan Goreng,fresh
01:25:57,709,663,820,95.20,28.80,Ikan Goreng,fresh
01:26:27,711,656,825,95.20,28.70,Ikan Goreng,fresh
01:26:57,710,662,817,95.20,28.70,Ikan Goreng,fresh
01:27:27,695,656,816,95.00,28.70,Ikan Goreng,fresh
01:27:57,698,654,815,94.90,28.70,Ikan Goreng,fresh
01:28:27,695,652,807,94.90,28.70,Ikan Goreng,fresh
01:28:57,701,654,812,94.90,28.70,Ikan Goreng,fresh
01:29:27,698,643,805,94.80,28.70,Ikan Goreng,fresh
01:29:57,693,640,809,94.80,28.70,Ikan Goreng,fresh
01:30:27,689,645,801,94.80,28.60,Ikan Goreng,fresh
01:30:57,688,639,804,94.70,28.60,Ikan Goreng,fresh
01:31:27,692,640,803,94.70,28.60,Ikan Goreng,fresh
01:31:57,691,640,803,94.60,28.60,Ikan Goreng,fresh
01:32:27,688,638,801,94.60,28.60,Ikan Goreng,fresh
01:32:57,673,637,800,94.50,28.50,Ikan Goreng,fresh
01:33:27,689,639,803,94.50,28.50,Ikan Goreng,fresh
01:33:57,698,637,801,94.40,28.50,Ikan Goreng,fresh
01:34:27,694,654,803,94.40,28.50,Ikan Goreng,fresh
01:34:57,690,638,819,94.30,28.50,Ikan Goreng,fresh
01:35:27,694,643,810,94.30,28.50,Ikan Goreng,fresh
01:35:57,695,631,811,94.20,28.50,Ikan Goreng,fresh
01:36:27,699,646,800,94.20,28.50,Ikan Goreng,fresh
01:36:57,694,643,810,94.10,28.40,Ikan Goreng,fresh
01:37:27,701,650,813,94.10,28.40,Ikan Goreng,fresh
01:37:57,700,650,810,94.10,28.40,Ikan Goreng,fresh
