elapsed,mq2,mq135,mq4,humidity,tempC,food_type,label
00:05:27,761,639,944,66.40,25.70,Telur Rebus,fresh
00:05:57,667,566,849,100.00,26.90,Telur Rebus,fresh
00:06:27,677,572,855,100.00,27.20,Telur Rebus,fresh
00:06:57,675,577,855,100.00,27.40,Telur Rebus,fresh
00:07:27,682,578,857,100.00,27.50,Telur Rebus,fresh
00:07:57,688,586,858,100.00,27.60,Telur Rebus,fresh
00:08:27,690,592,861,100.00,27.70,Telur Rebus,fresh
00:08:57,688,576,833,100.00,27.70,Telur Rebus,fresh
00:09:27,702,592,858,100.00,27.70,Telur Rebus,fresh
00:09:57,702,586,861,100.00,27.80,Telur Rebus,fresh
00:10:27,720,597,880,100.00,27.80,Telur Rebus,fresh
00:10:57,726,583,880,100.00,27.80,Telur Rebus,fresh
00:11:27,746,587,907,100.00,27.80,Telur Rebus,fresh
00:11:57,797,631,942,100.00,27.70,Telur Rebus,fresh
00:12:27,807,615,963,100.00,27.70,Telur Rebus,fresh
00:12:57,829,611,975,100.00,27.70,Telur Rebus,fresh
00:13:27,871,630,1011,100.00,27.70,Telur Rebus,fresh
00:13:57,919,661,1059,100.00,27.70,Telur Rebus,fresh
00:14:27,927,639,1059,100.00,27.70,Telur Rebus,fresh
00:14:57,942,631,1066,100.00,27.60,Telur Rebus,fresh
00:15:27,965,638,1103,100.00,27.60,Telur Rebus,fresh
00:15:57,976,624,1098,100.00,27.60,Telur Rebus,fresh
00:16:27,983,612,1104,100.00,27.50,Telur Rebus,fresh
00:16:57,988,595,1104,100.00,27.50,Telur Rebus,fresh
00:17:27,1007,599,1110,100.00,27.40,Telur Rebus,fresh
00:17:57,1061,637,1173,100.00,27.40,Telur Rebus,fresh
00:18:27,1077,624,1163,100.00,27.40,Telur Rebus,fresh
00:18:57,1089,631,1182,100.00,27.40,Telur Rebus,fresh
00:19:27,1134,663,1216,100.00,27.30,Telur Rebus,fresh
00:19:57,1134,652,1200,100.00,27.30,Telur Rebus,fresh
00:20:27,1150,661,1231,100.00,27.30,Telur Rebus,fresh
00:20:57,1135,626,1216,100.00,27.30,Telur Rebus,fresh
00:21:27,1136,624,1213,100.00,27.20,Telur Rebus,fresh
00:21:57,1135,623,1216,100.00,27.20,Telur Rebus,fresh
00:22:27,1130,625,1222,100.00,27.20,Telur Rebus,fresh
00:22:57,1134,621,1218,100.00,27.20,Telur Rebus,fresh
00:23:27,1143,625,1228,100.00,27.20,Telur Rebus,fresh
00:23:57,1182,667,1264,100.00,27.10,Telur Rebus,fresh
00:24:27,1197,672,1283,100.00,27.10,Telur Rebus,fresh
00:24:57,1189,666,1270,100.00,27.10,Telur Rebus,fresh
00:25:27,1213,688,1306,100.00,27.10,Telur Rebus,fresh
00:25:57,1216,688,1315,100.00,27.10,Telur Rebus,fresh
00:26:27,1249,693,1328,100.00,27.10,Telur Rebus,fresh
00:26:57,1217,686,1300,100.00,27.00,Telur Rebus,fresh
00:27:27,1219,687,1319,100.00,27.00,Telur Rebus,fresh
00:27:57,1216,688,1315,100.00,27.00,Telur Rebus,fresh
00:28:27,1211,665,1307,100.00,27.00,Telur Rebus,fresh
00:28:57,1200,668,1296,100.00,27.00,Telur Rebus,fresh
00:29:27,1202,675,1299,100.00,26.90,Telur Rebus,fresh
00:29:57,1216,696,1322,100.00,26.90,Telur Rebus,fresh
00:30:27,1254,721,1343,100.00,26.90,Telur Rebus,fresh
00:30:57,1200,661,1299,100.00,26.90,Telur Rebus,fresh
00:31:27,1179,654,1281,100.00,26.90,Telur Rebus,fresh
00:31:57,1168,643,1264,100.00,26.80,Telur Rebus,fresh
00:32:27,1159,642,1251,100.00,26.80,Telur Rebus,fresh
00:32:57,1154,638,1239,100.00,26.80,Telur Rebus,fresh
00:33:27,1152,636,1233,100.00,26.80,Telur Rebus,fresh
00:33:57,1150,638,1227,100.00,26.80,Telur Rebus,fresh
00:34:27,1142,636,1219,100.00,26.80,Telur Rebus,fresh
00:34:57,1146,643,1216,100.00,26.80,Telur Rebus,fresh
00:35:27,1142,642,1214,100.00,26.70,Telur Rebus,fresh
00:35:57,1147,643,1198,100.00,26.70,Telur Rebus,fresh
