elapsed,mq2,mq135,mq4,humidity,tempC,food_type,label
00:30:27,683,644,800,67.50,26.80,Ikan Goreng,fresh
00:30:57,659,639,787,100.00,27.70,Ikan Goreng,fresh
00:31:27,767,736,883,100.00,27.90,Ikan Goreng,fresh
00:31:57,764,730,871,100.00,28.00,Ikan Goreng,fresh
00:32:27,784,750,899,100.00,28.10,Ikan Goreng,fresh
00:32:57,791,756,903,100.00,28.10,Ikan Goreng,fresh
00:33:27,662,624,788,100.00,28.20,Ikan Goreng,fresh
00:33:57,667,637,784,100.00,28.20,Ikan Goreng,fresh
00:34:27,698,662,797,100.00,28.30,Ikan Goreng,fresh
00:34:57,690,658,814,100.00,28.30,Ikan Goreng,fresh
00:35:27,688,653,813,100.00,28.30,Ikan Goreng,fresh
00:35:57,683,658,804,100.00,28.30,Ikan Goreng,fresh
00:36:27,662,631,784,100.00,28.30,Ikan Goreng,fresh
00:36:57,669,634,787,100.00,28.30,Ikan Goreng,fresh
00:37:27,672,630,792,100.00,28.30,Ikan Goreng,fresh
00:37:57,655,625,778,100.00,28.30,Ikan Goreng,fresh
00:38:27,656,634,784,100.00,28.30,Ikan Goreng,fresh
00:38:57,667,637,784,100.00,28.30,Ikan Goreng,fresh
00:39:27,659,630,778,100.00,28.30,Ikan Goreng,fresh
00:39:57,663,631,781,100.00,28.30,Ikan Goreng,fresh
00:40:27,661,627,781,100.00,28.30,Ikan Goreng,fresh
00:40:57,662,634,784,100.00,28.30,Ikan Goreng,fresh
00:41:27,678,637,794,100.00,28.20,Ikan Goreng,fresh
00:41:57,660,626,777,100.00,28.20,Ikan Goreng,fresh
00:42:27,669,634,807,100.00,28.20,Ikan Goreng,fresh
00:42:57,661,626,776,100.00,28.20,Ikan Goreng,fresh
00:43:27,665,633,781,100.00,28.20,Ikan Goreng,fresh
00:43:57,662,634,782,100.00,28.20,Ikan Goreng,fresh
00:44:27,672,642,786,100.00,28.20,Ikan Goreng,fresh
00:44:57,641,636,784,100.00,28.10,Ikan Goreng,fresh
00:45:27,672,643,784,100.00,28.10,Ikan Goreng,fresh
00:45:57,678,644,797,100.00,28.10,Ikan Goreng,fresh
00:46:27,651,639,781,100.00,28.10,Ikan Goreng,fresh
00:46:57,656,630,771,100.00,28.10,Ikan Goreng,fresh
00:47:27,653,624,779,100.00,28.00,Ikan Goreng,fresh
00:47:57,670,629,781,100.00,28.00,Ikan Goreng,fresh
00:48:27,656,624,768,100.00,28.00,Ikan Goreng,fresh
00:48:57,656,629,772,100.00,28.00,Ikan Goreng,fresh
00:49:27,645,620,767,100.00,28.00,Ikan Goreng,fresh
00:49:57,640,615,758,100.00,27.90,Ikan Goreng,fresh
00:50:27,642,615,761,100.00,27.90,Ikan Goreng,fresh
00:50:57,650,618,762,100.00,27.90,Ikan Goreng,fresh
00:51:27,647,621,761,100.00,27.90,Ikan Goreng,fresh
00:51:57,645,617,763,100.00,27.90,Ikan Goreng,fresh
00:52:27,643,614,759,100.00,27.80,Ikan Goreng,fresh
00:52:57,663,633,778,100.00,27.80,Ikan Goreng,fresh
00:53:27,645,617,762,100.00,27.80,Ikan Goreng,fresh
00:53:57,640,613,754,100.00,27.80,Ikan Goreng,fresh
00:54:27,640,610,753,100.00,27.80,Ikan Goreng,fresh
00:54:57,641,612,757,100.00,27.80,Ikan Goreng,fresh
00:55:27,640,614,763,100.00,27.80,Ikan Goreng,fresh
00:55:57,649,621,761,100.00,27.70,Ikan Goreng,fresh
00:56:27,653,622,762,100.00,27.70,Ikan Goreng,fresh
00:56:57,643,619,762,100.00,27.70,Ikan Goreng,fresh
00:57:27,662,637,784,100.00,27.70,Ikan Goreng,fresh
00:57:57,647,618,771,100.00,27.70,Ikan Goreng,fresh
00:58:27,647,624,767,100.00,27.60,Ikan Goreng,fresh
00:58:57,651,623,767,100.00,27.60,Ikan Goreng,fresh
00:59:27,685,656,801,100.00,27.60,Ikan Goreng,fresh
